split_id,record_type,component_id,eligible_source_event_count,right_censored_count,target_zero_rate,target_mean,target_std,target_interval,target_p0,target_p25,target_p50,target_p75,target_p90,target_p95,target_p99,statistic,value,source_column,component_weight,nonzero_rate,component_window_sum_mean,raw_weighted_contribution,raw_weighted_contribution_total,contribution_share,long_view_shared_with_proxy,longview_shared_component_disclosure,eligible_target_count,constructed_formula,constructed_formula_matches,component_formula_matches,target_horizon_hours,run_id,run_tier,paper_result,analysis_tier,experiment_id,config_hash,input_manifest_hash,code_version_type,code_version
history,target_distribution,constructed_target,,,,,,,,,,,,,,p95,4.5591262474866845,,,,,,,,,,,,,,,exp3-full-20260807T072340Z,full,False,primary,exp3,2eebb3dfafa708ac36ff5b5fb2d215b77f5189e37ae94ea9afe8470831770580,e0c1288a22ea2cf3abde9f2c0887f795fe4c2e7d6f705d077ac9a8a819518e6d,source_tree_sha256,030d6bb049591fda35c4e54df090bbc50eb1e12d8482c28cc71dffec7cef6fa0
history,target_distribution,constructed_target,,,,,,,,,,,,,,p99,4.993828175779875,,,,,,,,,,,,,,,exp3-full-20260807T072340Z,full,False,primary,exp3,2eebb3dfafa708ac36ff5b5fb2d215b77f5189e37ae94ea9afe8470831770580,e0c1288a22ea2cf3abde9f2c0887f795fe4c2e7d6f705d077ac9a8a819518e6d,source_tree_sha256,030d6bb049591fda35c4e54df090bbc50eb1e12d8482c28cc71dffec7cef6fa0
history,component,long_view,,,,,,,,,,,,,,,,long_view,0.5,0.9797985918099782,58.503866319907814,29.251933159953907,132284818.0,0.9037761309454231,True,"long_view is a shared constructed-target component, not an identified causal label",,,,,,exp3-full-20260807T072340Z,full,False,primary,exp3,2eebb3dfafa708ac36ff5b5fb2d215b77f5189e37ae94ea9afe8470831770580,e0c1288a22ea2cf3abde9f2c0887f795fe4c2e7d6f705d077ac9a8a819518e6d,source_tree_sha256,030d6bb049591fda35c4e54df090bbc50eb1e12d8482c28cc71dffec7cef6fa0
history,component,like,,,,,,,,,,,,,,,,is_like,1.0,0.39627296888568303,2.1776656312696816,2.1776656312696816,9847968.0,0.06728178298370063,False,,,,,,,exp3-full-20260807T072340Z,full,False,primary,exp3,2eebb3dfafa708ac36ff5b5fb2d215b77f5189e37ae94ea9afe8470831770580,e0c1288a22ea2cf3abde9f2c0887f795fe4c2e7d6f705d077ac9a8a819518e6d,source_tree_sha256,030d6bb049591fda35c4e54df090bbc50eb1e12d8482c28cc71dffec7cef6fa0
history,component,comment,,,,,,,,,,,,,,,,is_comment,1.0,0.17528606831231913,0.4520709671869745,0.4520709671869745,2044382.0,0.013967314481503583,False,,,,,,,exp3-full-20260807T072340Z,full,False,primary,exp3,2eebb3dfafa708ac36ff5b5fb2d215b77f5189e37ae94ea9afe8470831770580,e0c1288a22ea2cf3abde9f2c0887f795fe4c2e7d6f705d077ac9a8a819518e6d,source_tree_sha256,030d6bb049591fda35c4e54df090bbc50eb1e12d8482c28cc71dffec7cef6fa0
history,component,forward,,,,,,,,,,,,,,,,is_forward,1.0,0.08968858263093732,0.1683895150631576,0.1683895150631576,761501.0,0.00520261083544047,False,,,,,,,exp3-full-20260807T072340Z,full,False,primary,exp3,2eebb3dfafa708ac36ff5b5fb2d215b77f5189e37ae94ea9afe8470831770580,e0c1288a22ea2cf3abde9f2c0887f795fe4c2e7d6f705d077ac9a8a819518e6d,source_tree_sha256,030d6bb049591fda35c4e54df090bbc50eb1e12d8482c28cc71dffec7cef6fa0
history,component,follow,,,,,,,,,,,,,,,,is_follow,1.5,0.0872473248436235,0.21085943993919853,0.3162891599087978,1430341.5,0.009772160753932268,False,,,,,,,exp3-full-20260807T072340Z,full,False,primary,exp3,2eebb3dfafa708ac36ff5b5fb2d215b77f5189e37ae94ea9afe8470831770580,e0c1288a22ea2cf3abde9f2c0887f795fe4c2e7d6f705d077ac9a8a819518e6d,source_tree_sha256,030d6bb049591fda35c4e54df090bbc50eb1e12d8482c28cc71dffec7cef6fa0
history,contract,target_contract,,121323.0,,,,"[t,t+6h)",,,,,,,,,,,,,,,,,True,,4522259.0,log1p(future_engagement_value_6h),True,True,6.0,exp3-full-20260807T072340Z,full,False,primary,exp3,2eebb3dfafa708ac36ff5b5fb2d215b77f5189e37ae94ea9afe8470831770580,e0c1288a22ea2cf3abde9f2c0887f795fe4c2e7d6f705d077ac9a8a819518e6d,source_tree_sha256,030d6bb049591fda35c4e54df090bbc50eb1e12d8482c28cc71dffec7cef6fa0
evaluation,target_summary,constructed_target,5997212.0,130449.0,0.01638094501244912,3.0384412383160666,1.0903394716849664,"[t,t+6h)",0.0,2.3978952727983707,3.1986731175506815,3.828641396489095,4.310799125385514,4.56954300834494,5.017279836814924,,,,,,,,,,,,,,,,,exp3-full-20260807T072340Z,full,False,primary,exp3,2eebb3dfafa708ac36ff5b5fb2d215b77f5189e37ae94ea9afe8470831770580,e0c1288a22ea2cf3abde9f2c0887f795fe4c2e7d6f705d077ac9a8a819518e6d,source_tree_sha256,030d6bb049591fda35c4e54df090bbc50eb1e12d8482c28cc71dffec7cef6fa0
evaluation,target_distribution,constructed_target,,,,,,,,,,,,,,count,5997212.0,,,,,,,,,,,,,,,exp3-full-20260807T072340Z,full,False,primary,exp3,2eebb3dfafa708ac36ff5b5fb2d215b77f5189e37ae94ea9afe8470831770580,e0c1288a22ea2cf3abde9f2c0887f795fe4c2e7d6f705d077ac9a8a819518e6d,source_tree_sha256,030d6bb049591fda35c4e54df090bbc50eb1e12d8482c28cc71dffec7cef6fa0
evaluation,target_distribution,constructed_target,,,,,,,,,,,,,,mean,3.0384412383160666,,,,,,,,,,,,,,,exp3-full-20260807T072340Z,full,False,primary,exp3,2eebb3dfafa708ac36ff5b5fb2d215b77f5189e37ae94ea9afe8470831770580,e0c1288a22ea2cf3abde9f2c0887f795fe4c2e7d6f705d077ac9a8a819518e6d,source_tree_sha256,030d6bb049591fda35c4e54df090bbc50eb1e12d8482c28cc71dffec7cef6fa0
evaluation,target_distribution,constructed_target,,,,,,,,,,,,,,std,1.0903394716849664,,,,,,,,,,,,,,,exp3-full-20260807T072340Z,full,False,primary,exp3,2eebb3dfafa708ac36ff5b5fb2d215b77f5189e37ae94ea9afe8470831770580,e0c1288a22ea2cf3abde9f2c0887f795fe4c2e7d6f705d077ac9a8a819518e6d,source_tree_sha256,030d6bb049591fda35c4e54df090bbc50eb1e12d8482c28cc71dffec7cef6fa0
evaluation,target_distribution,constructed_target,,,,,,,,,,,,,,zero_rate,0.01638094501244912,,,,,,,,,,,,,,,exp3-full-20260807T072340Z,full,False,primary,exp3,2eebb3dfafa708ac36ff5b5fb2d215b77f5189e37ae94ea9afe8470831770580,e0c1288a22ea2cf3abde9f2c0887f795fe4c2e7d6f705d077ac9a8a819518e6d,source_tree_sha256,030d6bb049591fda35c4e54df090bbc50eb1e12d8482c28cc71dffec7cef6fa0
evaluation,target_distribution,constructed_target,,,,,,,,,,,,,,p0,0.0,,,,,,,,,,,,,,,exp3-full-20260807T072340Z,full,False,primary,exp3,2eebb3dfafa708ac36ff5b5fb2d215b77f5189e37ae94ea9afe8470831770580,e0c1288a22ea2cf3abde9f2c0887f795fe4c2e7d6f705d077ac9a8a819518e6d,source_tree_sha256,030d6bb049591fda35c4e54df090bbc50eb1e12d8482c28cc71dffec7cef6fa0
evaluation,target_distribution,constructed_target,,,,,,,,,,,,,,p25,2.3978952727983707,,,,,,,,,,,,,,,exp3-full-20260807T072340Z,full,False,primary,exp3,2eebb3dfafa708ac36ff5b5fb2d215b77f5189e37ae94ea9afe8470831770580,e0c1288a22ea2cf3abde9f2c0887f795fe4c2e7d6f705d077ac9a8a819518e6d,source_tree_sha256,030d6bb049591fda35c4e54df090bbc50eb1e12d8482c28cc71dffec7cef6fa0
evaluation,target_distribution,constructed_target,,,,,,,,,,,,,,p50,3.1986731175506815,,,,,,,,,,,,,,,exp3-full-20260807T072340Z,full,False,primary,exp3,2eebb3dfafa708ac36ff5b5fb2d215b77f5189e37ae94ea9afe8470831770580,e0c1288a22ea2cf3abde9f2c0887f795fe4c2e7d6f705d077ac9a8a819518e6d,source_tree_sha256,030d6bb049591fda35c4e54df090bbc50eb1e12d8482c28cc71dffec7cef6fa0
evaluation,target_distribution,constructed_target,,,,,,,,,,,,,,p75,3.828641396489095,,,,,,,,,,,,,,,exp3-full-20260807T072340Z,full,False,primary,exp3,2eebb3dfafa708ac36ff5b5fb2d215b77f5189e37ae94ea9afe8470831770580,e0c1288a22ea2cf3abde9f2c0887f795fe4c2e7d6f705d077ac9a8a819518e6d,source_tree_sha256,030d6bb049591fda35c4e54df090bbc50eb1e12d8482c28cc71dffec7cef6fa0
evaluation,target_distribution,constructed_target,,,,,,,,,,,,,,p90,4.310799125385514,,,,,,,,,,,,,,,exp3-full-20260807T072340Z,full,False,primary,exp3,2eebb3dfafa708ac36ff5b5fb2d215b77f5189e37ae94ea9afe8470831770580,e0c1288a22ea2cf3abde9f2c0887f795fe4c2e7d6f705d077ac9a8a819518e6d,source_tree_sha256,030d6bb049591fda35c4e54df090bbc50eb1e12d8482c28cc71dffec7cef6fa0
evaluation,target_distribution,constructed_target,,,,,,,,,,,,,,p95,4.56954300834494,,,,,,,,,,,,,,,exp3-full-20260807T072340Z,full,False,primary,exp3,2eebb3dfafa708ac36ff5b5fb2d215b77f5189e37ae94ea9afe8470831770580,e0c1288a22ea2cf3abde9f2c0887f795fe4c2e7d6f705d077ac9a8a819518e6d,source_tree_sha256,030d6bb049591fda35c4e54df090bbc50eb1e12d8482c28cc71dffec7cef6fa0
evaluation,target_distribution,constructed_target,,,,,,,,,,,,,,p99,5.017279836814924,,,,,,,,,,,,,,,exp3-full-20260807T072340Z,full,False,primary,exp3,2eebb3dfafa708ac36ff5b5fb2d215b77f5189e37ae94ea9afe8470831770580,e0c1288a22ea2cf3abde9f2c0887f795fe4c2e7d6f705d077ac9a8a819518e6d,source_tree_sha256,030d6bb049591fda35c4e54df090bbc50eb1e12d8482c28cc71dffec7cef6fa0
evaluation,component,long_view,,,,,,,,,,,,,,,,long_view,0.5,0.9824936987386805,58.535797967455544,29.267898983727772,175525795.0,0.8938777210811286,True,"long_view is a shared constructed-target component, not an identified causal label",,,,,,exp3-full-20260807T072340Z,full,False,primary,exp3,2eebb3dfafa708ac36ff5b5fb2d215b77f5189e37ae94ea9afe8470831770580,e0c1288a22ea2cf3abde9f2c0887f795fe4c2e7d6f705d077ac9a8a819518e6d,source_tree_sha256,030d6bb049591fda35c4e54df090bbc50eb1e12d8482c28cc71dffec7cef6fa0
evaluation,component,like,,,,,,,,,,,,,,,,is_like,1.0,0.399519810205142,2.5587774786017237,2.5587774786017237,15345531.0,0.07814821906409718,False,,,,,,,exp3-full-20260807T072340Z,full,False,primary,exp3,2eebb3dfafa708ac36ff5b5fb2d215b77f5189e37ae94ea9afe8470831770580,e0c1288a22ea2cf3abde9f2c0887f795fe4c2e7d6f705d077ac9a8a819518e6d,source_tree_sha256,030d6bb049591fda35c4e54df090bbc50eb1e12d8482c28cc71dffec7cef6fa0
evaluation,component,comment,,,,,,,,,,,,,,,,is_comment,1.0,0.1996217575766873,0.5607507288386671,0.5607507288386671,3362941.0,0.01712601864136432,False,,,,,,,exp3-full-20260807T072340Z,full,False,primary,exp3,2eebb3dfafa708ac36ff5b5fb2d215b77f5189e37ae94ea9afe8470831770580,e0c1288a22ea2cf3abde9f2c0887f795fe4c2e7d6f705d077ac9a8a819518e6d,source_tree_sha256,030d6bb049591fda35c4e54df090bbc50eb1e12d8482c28cc71dffec7cef6fa0
evaluation,component,forward,,,,,,,,,,,,,,,,is_forward,1.0,0.09363550929998807,0.16680901058691938,0.16680901058691938,1000389.0,0.005094552851987534,False,,,,,,,exp3-full-20260807T072340Z,full,False,primary,exp3,2eebb3dfafa708ac36ff5b5fb2d215b77f5189e37ae94ea9afe8470831770580,e0c1288a22ea2cf3abde9f2c0887f795fe4c2e7d6f705d077ac9a8a819518e6d,source_tree_sha256,030d6bb049591fda35c4e54df090bbc50eb1e12d8482c28cc71dffec7cef6fa0
evaluation,component,follow,,,,,,,,,,,,,,,,is_follow,1.5,0.07769009999979991,0.12558952393212044,0.18838428589818068,1129780.5,0.005753488361422309,False,,,,,,,exp3-full-20260807T072340Z,full,False,primary,exp3,2eebb3dfafa708ac36ff5b5fb2d215b77f5189e37ae94ea9afe8470831770580,e0c1288a22ea2cf3abde9f2c0887f795fe4c2e7d6f705d077ac9a8a819518e6d,source_tree_sha256,030d6bb049591fda35c4e54df090bbc50eb1e12d8482c28cc71dffec7cef6fa0
evaluation,contract,target_contract,,130449.0,,,,"[t,t+6h)",,,,,,,,,,,,,,,,,True,,5997212.0,log1p(future_engagement_value_6h),True,True,6.0,exp3-full-20260807T072340Z,full,False,primary,exp3,2eebb3dfafa708ac36ff5b5fb2d215b77f5189e37ae94ea9afe8470831770580,e0c1288a22ea2cf3abde9f2c0887f795fe4c2e7d6f705d077ac9a8a819518e6d,source_tree_sha256,030d6bb049591fda35c4e54df090bbc50eb1e12d8482c28cc71dffec7cef6fa0
