run_id,created_time,experiment_id,mode,config_hash,seed,delay_setting,method,T,K,D_max,delay_meta_type,delay_meta_p,delay_meta_w,delay_meta_p_fast,delay_meta_p_slow,delay_meta_switch_t
toy_full_548dad5802_0_delay_causal_labelled_s021,2026-06-20T06:13:09.785225Z,toy,full,548dad5802,21,0_delay,causal_labelled,2000,5,10,zero_delay,NA,NA,NA,NA,NA
toy_full_548dad5802_geom_0.15_oracle_s021,2026-06-20T06:13:09.804962Z,toy,full,548dad5802,21,geom_0.15,oracle,2000,5,10,geometric,0.15,NA,NA,NA,NA
toy_full_548dad5802_geom_0.15_naive_s021,2026-06-20T06:13:09.826169Z,toy,full,548dad5802,21,geom_0.15,naive,2000,5,10,geometric,0.15,NA,NA,NA,NA
toy_full_548dad5802_geom_0.15_causal_labelled_s021,2026-06-20T06:13:09.847550Z,toy,full,548dad5802,21,geom_0.15,causal_labelled,2000,5,10,geometric,0.15,NA,NA,NA,NA
toy_full_548dad5802_piece_0.6to0.15_oracle_s021,2026-06-20T06:13:09.867588Z,toy,full,548dad5802,21,piece_0.6to0.15,oracle,2000,5,10,piecewise,NA,NA,NA,NA,1000
toy_full_548dad5802_piece_0.6to0.15_naive_s021,2026-06-20T06:13:09.889319Z,toy,full,548dad5802,21,piece_0.6to0.15,naive,2000,5,10,piecewise,NA,NA,NA,NA,1000
toy_full_548dad5802_piece_0.6to0.15_causal_labelled_s021,2026-06-20T06:13:09.911101Z,toy,full,548dad5802,21,piece_0.6to0.15,causal_labelled,2000,5,10,piecewise,NA,NA,NA,NA,1000
toy_full_548dad5802_mixed_geom_0.6+0.1_w0.2_oracle_s021,2026-06-20T06:13:09.930573Z,toy,full,548dad5802,21,mixed_geom_0.6+0.1_w0.2,oracle,2000,5,10,mixture,NA,0.2,0.6,0.1,NA
toy_full_548dad5802_mixed_geom_0.6+0.1_w0.2_naive_s021,2026-06-20T06:13:09.951658Z,toy,full,548dad5802,21,mixed_geom_0.6+0.1_w0.2,naive,2000,5,10,mixture,NA,0.2,0.6,0.1,NA
toy_full_548dad5802_mixed_geom_0.6+0.1_w0.2_causal_labelled_s021,2026-06-20T06:13:09.972799Z,toy,full,548dad5802,21,mixed_geom_0.6+0.1_w0.2,causal_labelled,2000,5,10,mixture,NA,0.2,0.6,0.1,NA
toy_full_548dad5802_0_delay_oracle_s022,2026-06-20T06:13:09.992349Z,toy,full,548dad5802,22,0_delay,oracle,2000,5,10,zero_delay,NA,NA,NA,NA,NA
toy_full_548dad5802_0_delay_naive_s022,2026-06-20T06:13:10.014392Z,toy,full,548dad5802,22,0_delay,naive,2000,5,10,zero_delay,NA,NA,NA,NA,NA
toy_full_548dad5802_0_delay_causal_labelled_s022,2026-06-20T06:13:10.037471Z,toy,full,548dad5802,22,0_delay,causal_labelled,2000,5,10,zero_delay,NA,NA,NA,NA,NA
toy_full_548dad5802_geom_0.15_oracle_s022,2026-06-20T06:13:10.057561Z,toy,full,548dad5802,22,geom_0.15,oracle,2000,5,10,geometric,0.15,NA,NA,NA,NA
toy_full_548dad5802_geom_0.15_naive_s022,2026-06-20T06:13:10.079235Z,toy,full,548dad5802,22,geom_0.15,naive,2000,5,10,geometric,0.15,NA,NA,NA,NA
toy_full_548dad5802_geom_0.15_causal_labelled_s022,2026-06-20T06:13:10.100729Z,toy,full,548dad5802,22,geom_0.15,causal_labelled,2000,5,10,geometric,0.15,NA,NA,NA,NA
toy_full_548dad5802_piece_0.6to0.15_oracle_s022,2026-06-20T06:13:10.121170Z,toy,full,548dad5802,22,piece_0.6to0.15,oracle,2000,5,10,piecewise,NA,NA,NA,NA,1000
toy_full_548dad5802_piece_0.6to0.15_naive_s022,2026-06-20T06:13:10.143244Z,toy,full,548dad5802,22,piece_0.6to0.15,naive,2000,5,10,piecewise,NA,NA,NA,NA,1000
toy_full_548dad5802_piece_0.6to0.15_causal_labelled_s022,2026-06-20T06:13:10.165150Z,toy,full,548dad5802,22,piece_0.6to0.15,causal_labelled,2000,5,10,piecewise,NA,NA,NA,NA,1000
toy_full_548dad5802_mixed_geom_0.6+0.1_w0.2_oracle_s022,2026-06-20T06:13:10.184741Z,toy,full,548dad5802,22,mixed_geom_0.6+0.1_w0.2,oracle,2000,5,10,mixture,NA,0.2,0.6,0.1,NA
toy_full_548dad5802_mixed_geom_0.6+0.1_w0.2_naive_s022,2026-06-20T06:13:10.205877Z,toy,full,548dad5802,22,mixed_geom_0.6+0.1_w0.2,naive,2000,5,10,mixture,NA,0.2,0.6,0.1,NA
toy_full_548dad5802_mixed_geom_0.6+0.1_w0.2_causal_labelled_s022,2026-06-20T06:13:10.226963Z,toy,full,548dad5802,22,mixed_geom_0.6+0.1_w0.2,causal_labelled,2000,5,10,mixture,NA,0.2,0.6,0.1,NA
toy_full_548dad5802_0_delay_oracle_s023,2026-06-20T06:13:10.246342Z,toy,full,548dad5802,23,0_delay,oracle,2000,5,10,zero_delay,NA,NA,NA,NA,NA
toy_full_548dad5802_0_delay_naive_s023,2026-06-20T06:13:10.268323Z,toy,full,548dad5802,23,0_delay,naive,2000,5,10,zero_delay,NA,NA,NA,NA,NA
toy_full_548dad5802_0_delay_causal_labelled_s023,2026-06-20T06:13:10.290670Z,toy,full,548dad5802,23,0_delay,causal_labelled,2000,5,10,zero_delay,NA,NA,NA,NA,NA
toy_full_548dad5802_geom_0.15_oracle_s023,2026-06-20T06:13:10.310165Z,toy,full,548dad5802,23,geom_0.15,oracle,2000,5,10,geometric,0.15,NA,NA,NA,NA
toy_full_548dad5802_geom_0.15_naive_s023,2026-06-20T06:13:10.331537Z,toy,full,548dad5802,23,geom_0.15,naive,2000,5,10,geometric,0.15,NA,NA,NA,NA
toy_full_548dad5802_geom_0.15_causal_labelled_s023,2026-06-20T06:13:10.353008Z,toy,full,548dad5802,23,geom_0.15,causal_labelled,2000,5,10,geometric,0.15,NA,NA,NA,NA
toy_full_548dad5802_piece_0.6to0.15_oracle_s023,2026-06-20T06:13:10.373088Z,toy,full,548dad5802,23,piece_0.6to0.15,oracle,2000,5,10,piecewise,NA,NA,NA,NA,1000
toy_full_548dad5802_piece_0.6to0.15_naive_s023,2026-06-20T06:13:10.394989Z,toy,full,548dad5802,23,piece_0.6to0.15,naive,2000,5,10,piecewise,NA,NA,NA,NA,1000
toy_full_548dad5802_piece_0.6to0.15_causal_labelled_s023,2026-06-20T06:13:10.416938Z,toy,full,548dad5802,23,piece_0.6to0.15,causal_labelled,2000,5,10,piecewise,NA,NA,NA,NA,1000
toy_full_548dad5802_mixed_geom_0.6+0.1_w0.2_oracle_s023,2026-06-20T06:13:10.436719Z,toy,full,548dad5802,23,mixed_geom_0.6+0.1_w0.2,oracle,2000,5,10,mixture,NA,0.2,0.6,0.1,NA
toy_full_548dad5802_mixed_geom_0.6+0.1_w0.2_naive_s023,2026-06-20T06:13:10.457788Z,toy,full,548dad5802,23,mixed_geom_0.6+0.1_w0.2,naive,2000,5,10,mixture,NA,0.2,0.6,0.1,NA
toy_full_548dad5802_mixed_geom_0.6+0.1_w0.2_causal_labelled_s023,2026-06-20T06:13:10.478884Z,toy,full,548dad5802,23,mixed_geom_0.6+0.1_w0.2,causal_labelled,2000,5,10,mixture,NA,0.2,0.6,0.1,NA
toy_full_548dad5802_0_delay_oracle_s024,2026-06-20T06:13:10.498216Z,toy,full,548dad5802,24,0_delay,oracle,2000,5,10,zero_delay,NA,NA,NA,NA,NA
toy_full_548dad5802_0_delay_naive_s024,2026-06-20T06:13:10.520466Z,toy,full,548dad5802,24,0_delay,naive,2000,5,10,zero_delay,NA,NA,NA,NA,NA
toy_full_548dad5802_0_delay_causal_labelled_s024,2026-06-20T06:13:10.542939Z,toy,full,548dad5802,24,0_delay,causal_labelled,2000,5,10,zero_delay,NA,NA,NA,NA,NA
toy_full_548dad5802_geom_0.15_oracle_s024,2026-06-20T06:13:10.562602Z,toy,full,548dad5802,24,geom_0.15,oracle,2000,5,10,geometric,0.15,NA,NA,NA,NA
toy_full_548dad5802_geom_0.15_naive_s024,2026-06-20T06:13:10.584158Z,toy,full,548dad5802,24,geom_0.15,naive,2000,5,10,geometric,0.15,NA,NA,NA,NA
toy_full_548dad5802_geom_0.15_causal_labelled_s024,2026-06-20T06:13:10.605834Z,toy,full,548dad5802,24,geom_0.15,causal_labelled,2000,5,10,geometric,0.15,NA,NA,NA,NA
toy_full_548dad5802_piece_0.6to0.15_oracle_s024,2026-06-20T06:13:10.625953Z,toy,full,548dad5802,24,piece_0.6to0.15,oracle,2000,5,10,piecewise,NA,NA,NA,NA,1000
toy_full_548dad5802_piece_0.6to0.15_naive_s024,2026-06-20T06:13:10.647994Z,toy,full,548dad5802,24,piece_0.6to0.15,naive,2000,5,10,piecewise,NA,NA,NA,NA,1000
toy_full_548dad5802_piece_0.6to0.15_causal_labelled_s024,2026-06-20T06:13:10.669934Z,toy,full,548dad5802,24,piece_0.6to0.15,causal_labelled,2000,5,10,piecewise,NA,NA,NA,NA,1000
toy_full_548dad5802_mixed_geom_0.6+0.1_w0.2_oracle_s024,2026-06-20T06:13:10.689581Z,toy,full,548dad5802,24,mixed_geom_0.6+0.1_w0.2,oracle,2000,5,10,mixture,NA,0.2,0.6,0.1,NA
toy_full_548dad5802_mixed_geom_0.6+0.1_w0.2_naive_s024,2026-06-20T06:13:10.710809Z,toy,full,548dad5802,24,mixed_geom_0.6+0.1_w0.2,naive,2000,5,10,mixture,NA,0.2,0.6,0.1,NA
toy_full_548dad5802_mixed_geom_0.6+0.1_w0.2_causal_labelled_s024,2026-06-20T06:13:10.731951Z,toy,full,548dad5802,24,mixed_geom_0.6+0.1_w0.2,causal_labelled,2000,5,10,mixture,NA,0.2,0.6,0.1,NA
toy_full_548dad5802_0_delay_oracle_s025,2026-06-20T06:13:10.751731Z,toy,full,548dad5802,25,0_delay,oracle,2000,5,10,zero_delay,NA,NA,NA,NA,NA
toy_full_548dad5802_0_delay_naive_s025,2026-06-20T06:13:10.773746Z,toy,full,548dad5802,25,0_delay,naive,2000,5,10,zero_delay,NA,NA,NA,NA,NA
toy_full_548dad5802_0_delay_causal_labelled_s025,2026-06-20T06:13:10.795834Z,toy,full,548dad5802,25,0_delay,causal_labelled,2000,5,10,zero_delay,NA,NA,NA,NA,NA
toy_full_548dad5802_geom_0.15_oracle_s025,2026-06-20T06:13:10.815288Z,toy,full,548dad5802,25,geom_0.15,oracle,2000,5,10,geometric,0.15,NA,NA,NA,NA
toy_full_548dad5802_geom_0.15_naive_s025,2026-06-20T06:13:10.837315Z,toy,full,548dad5802,25,geom_0.15,naive,2000,5,10,geometric,0.15,NA,NA,NA,NA
toy_full_548dad5802_geom_0.15_causal_labelled_s025,2026-06-20T06:13:10.859072Z,toy,full,548dad5802,25,geom_0.15,causal_labelled,2000,5,10,geometric,0.15,NA,NA,NA,NA
toy_full_548dad5802_piece_0.6to0.15_oracle_s025,2026-06-20T06:13:10.879079Z,toy,full,548dad5802,25,piece_0.6to0.15,oracle,2000,5,10,piecewise,NA,NA,NA,NA,1000
toy_full_548dad5802_piece_0.6to0.15_naive_s025,2026-06-20T06:13:10.900978Z,toy,full,548dad5802,25,piece_0.6to0.15,naive,2000,5,10,piecewise,NA,NA,NA,NA,1000
toy_full_548dad5802_piece_0.6to0.15_causal_labelled_s025,2026-06-20T06:13:10.923253Z,toy,full,548dad5802,25,piece_0.6to0.15,causal_labelled,2000,5,10,piecewise,NA,NA,NA,NA,1000
toy_full_548dad5802_mixed_geom_0.6+0.1_w0.2_oracle_s025,2026-06-20T06:13:10.942803Z,toy,full,548dad5802,25,mixed_geom_0.6+0.1_w0.2,oracle,2000,5,10,mixture,NA,0.2,0.6,0.1,NA
toy_full_548dad5802_mixed_geom_0.6+0.1_w0.2_naive_s025,2026-06-20T06:13:10.963863Z,toy,full,548dad5802,25,mixed_geom_0.6+0.1_w0.2,naive,2000,5,10,mixture,NA,0.2,0.6,0.1,NA
toy_full_548dad5802_mixed_geom_0.6+0.1_w0.2_causal_labelled_s025,2026-06-20T06:13:10.985027Z,toy,full,548dad5802,25,mixed_geom_0.6+0.1_w0.2,causal_labelled,2000,5,10,mixture,NA,0.2,0.6,0.1,NA
toy_full_548dad5802_0_delay_oracle_s026,2026-06-20T06:13:11.004356Z,toy,full,548dad5802,26,0_delay,oracle,2000,5,10,zero_delay,NA,NA,NA,NA,NA
toy_full_548dad5802_0_delay_naive_s026,2026-06-20T06:13:11.026939Z,toy,full,548dad5802,26,0_delay,naive,2000,5,10,zero_delay,NA,NA,NA,NA,NA
toy_full_548dad5802_0_delay_causal_labelled_s026,2026-06-20T06:13:11.050201Z,toy,full,548dad5802,26,0_delay,causal_labelled,2000,5,10,zero_delay,NA,NA,NA,NA,NA
toy_full_548dad5802_geom_0.15_oracle_s026,2026-06-20T06:13:11.070500Z,toy,full,548dad5802,26,geom_0.15,oracle,2000,5,10,geometric,0.15,NA,NA,NA,NA
toy_full_548dad5802_geom_0.15_naive_s026,2026-06-20T06:13:11.092044Z,toy,full,548dad5802,26,geom_0.15,naive,2000,5,10,geometric,0.15,NA,NA,NA,NA
toy_full_548dad5802_geom_0.15_causal_labelled_s026,2026-06-20T06:13:11.113494Z,toy,full,548dad5802,26,geom_0.15,causal_labelled,2000,5,10,geometric,0.15,NA,NA,NA,NA
toy_full_548dad5802_piece_0.6to0.15_oracle_s026,2026-06-20T06:13:11.133458Z,toy,full,548dad5802,26,piece_0.6to0.15,oracle,2000,5,10,piecewise,NA,NA,NA,NA,1000
toy_full_548dad5802_piece_0.6to0.15_naive_s026,2026-06-20T06:13:11.155544Z,toy,full,548dad5802,26,piece_0.6to0.15,naive,2000,5,10,piecewise,NA,NA,NA,NA,1000
toy_full_548dad5802_piece_0.6to0.15_causal_labelled_s026,2026-06-20T06:13:11.177581Z,toy,full,548dad5802,26,piece_0.6to0.15,causal_labelled,2000,5,10,piecewise,NA,NA,NA,NA,1000
toy_full_548dad5802_mixed_geom_0.6+0.1_w0.2_oracle_s026,2026-06-20T06:13:11.197129Z,toy,full,548dad5802,26,mixed_geom_0.6+0.1_w0.2,oracle,2000,5,10,mixture,NA,0.2,0.6,0.1,NA
toy_full_548dad5802_mixed_geom_0.6+0.1_w0.2_naive_s026,2026-06-20T06:13:11.218320Z,toy,full,548dad5802,26,mixed_geom_0.6+0.1_w0.2,naive,2000,5,10,mixture,NA,0.2,0.6,0.1,NA
toy_full_548dad5802_mixed_geom_0.6+0.1_w0.2_causal_labelled_s026,2026-06-20T06:13:11.239307Z,toy,full,548dad5802,26,mixed_geom_0.6+0.1_w0.2,causal_labelled,2000,5,10,mixture,NA,0.2,0.6,0.1,NA
toy_full_548dad5802_0_delay_oracle_s027,2026-06-20T06:13:11.258713Z,toy,full,548dad5802,27,0_delay,oracle,2000,5,10,zero_delay,NA,NA,NA,NA,NA
toy_full_548dad5802_0_delay_naive_s027,2026-06-20T06:13:11.280848Z,toy,full,548dad5802,27,0_delay,naive,2000,5,10,zero_delay,NA,NA,NA,NA,NA
toy_full_548dad5802_0_delay_causal_labelled_s027,2026-06-20T06:13:11.302935Z,toy,full,548dad5802,27,0_delay,causal_labelled,2000,5,10,zero_delay,NA,NA,NA,NA,NA
toy_full_548dad5802_geom_0.15_oracle_s027,2026-06-20T06:13:11.322423Z,toy,full,548dad5802,27,geom_0.15,oracle,2000,5,10,geometric,0.15,NA,NA,NA,NA
toy_full_548dad5802_geom_0.15_naive_s027,2026-06-20T06:13:11.343702Z,toy,full,548dad5802,27,geom_0.15,naive,2000,5,10,geometric,0.15,NA,NA,NA,NA
toy_full_548dad5802_geom_0.15_causal_labelled_s027,2026-06-20T06:13:11.365147Z,toy,full,548dad5802,27,geom_0.15,causal_labelled,2000,5,10,geometric,0.15,NA,NA,NA,NA
toy_full_548dad5802_piece_0.6to0.15_oracle_s027,2026-06-20T06:13:11.385581Z,toy,full,548dad5802,27,piece_0.6to0.15,oracle,2000,5,10,piecewise,NA,NA,NA,NA,1000
toy_full_548dad5802_piece_0.6to0.15_naive_s027,2026-06-20T06:13:11.407580Z,toy,full,548dad5802,27,piece_0.6to0.15,naive,2000,5,10,piecewise,NA,NA,NA,NA,1000
toy_full_548dad5802_piece_0.6to0.15_causal_labelled_s027,2026-06-20T06:13:11.429492Z,toy,full,548dad5802,27,piece_0.6to0.15,causal_labelled,2000,5,10,piecewise,NA,NA,NA,NA,1000
toy_full_548dad5802_mixed_geom_0.6+0.1_w0.2_oracle_s027,2026-06-20T06:13:11.449103Z,toy,full,548dad5802,27,mixed_geom_0.6+0.1_w0.2,oracle,2000,5,10,mixture,NA,0.2,0.6,0.1,NA
toy_full_548dad5802_mixed_geom_0.6+0.1_w0.2_naive_s027,2026-06-20T06:13:11.470229Z,toy,full,548dad5802,27,mixed_geom_0.6+0.1_w0.2,naive,2000,5,10,mixture,NA,0.2,0.6,0.1,NA
toy_full_548dad5802_mixed_geom_0.6+0.1_w0.2_causal_labelled_s027,2026-06-20T06:13:11.491483Z,toy,full,548dad5802,27,mixed_geom_0.6+0.1_w0.2,causal_labelled,2000,5,10,mixture,NA,0.2,0.6,0.1,NA
toy_full_548dad5802_0_delay_oracle_s028,2026-06-20T06:13:11.510978Z,toy,full,548dad5802,28,0_delay,oracle,2000,5,10,zero_delay,NA,NA,NA,NA,NA
toy_full_548dad5802_0_delay_naive_s028,2026-06-20T06:13:11.533010Z,toy,full,548dad5802,28,0_delay,naive,2000,5,10,zero_delay,NA,NA,NA,NA,NA
toy_full_548dad5802_0_delay_causal_labelled_s028,2026-06-20T06:13:11.555361Z,toy,full,548dad5802,28,0_delay,causal_labelled,2000,5,10,zero_delay,NA,NA,NA,NA,NA
toy_full_548dad5802_geom_0.15_oracle_s028,2026-06-20T06:13:11.574785Z,toy,full,548dad5802,28,geom_0.15,oracle,2000,5,10,geometric,0.15,NA,NA,NA,NA
toy_full_548dad5802_geom_0.15_naive_s028,2026-06-20T06:13:11.596063Z,toy,full,548dad5802,28,geom_0.15,naive,2000,5,10,geometric,0.15,NA,NA,NA,NA
toy_full_548dad5802_geom_0.15_causal_labelled_s028,2026-06-20T06:13:11.617494Z,toy,full,548dad5802,28,geom_0.15,causal_labelled,2000,5,10,geometric,0.15,NA,NA,NA,NA
toy_full_548dad5802_piece_0.6to0.15_oracle_s028,2026-06-20T06:13:11.637471Z,toy,full,548dad5802,28,piece_0.6to0.15,oracle,2000,5,10,piecewise,NA,NA,NA,NA,1000
toy_full_548dad5802_piece_0.6to0.15_naive_s028,2026-06-20T06:13:11.659364Z,toy,full,548dad5802,28,piece_0.6to0.15,naive,2000,5,10,piecewise,NA,NA,NA,NA,1000
toy_full_548dad5802_piece_0.6to0.15_causal_labelled_s028,2026-06-20T06:13:11.681304Z,toy,full,548dad5802,28,piece_0.6to0.15,causal_labelled,2000,5,10,piecewise,NA,NA,NA,NA,1000
toy_full_548dad5802_mixed_geom_0.6+0.1_w0.2_oracle_s028,2026-06-20T06:13:11.701308Z,toy,full,548dad5802,28,mixed_geom_0.6+0.1_w0.2,oracle,2000,5,10,mixture,NA,0.2,0.6,0.1,NA
toy_full_548dad5802_mixed_geom_0.6+0.1_w0.2_naive_s028,2026-06-20T06:13:11.722634Z,toy,full,548dad5802,28,mixed_geom_0.6+0.1_w0.2,naive,2000,5,10,mixture,NA,0.2,0.6,0.1,NA
toy_full_548dad5802_mixed_geom_0.6+0.1_w0.2_causal_labelled_s028,2026-06-20T06:13:11.743664Z,toy,full,548dad5802,28,mixed_geom_0.6+0.1_w0.2,causal_labelled,2000,5,10,mixture,NA,0.2,0.6,0.1,NA
toy_full_548dad5802_0_delay_oracle_s029,2026-06-20T06:13:11.763059Z,toy,full,548dad5802,29,0_delay,oracle,2000,5,10,zero_delay,NA,NA,NA,NA,NA
toy_full_548dad5802_0_delay_naive_s029,2026-06-20T06:13:11.785026Z,toy,full,548dad5802,29,0_delay,naive,2000,5,10,zero_delay,NA,NA,NA,NA,NA
toy_full_548dad5802_0_delay_causal_labelled_s029,2026-06-20T06:13:11.807355Z,toy,full,548dad5802,29,0_delay,causal_labelled,2000,5,10,zero_delay,NA,NA,NA,NA,NA
toy_full_548dad5802_geom_0.15_oracle_s029,2026-06-20T06:13:11.827024Z,toy,full,548dad5802,29,geom_0.15,oracle,2000,5,10,geometric,0.15,NA,NA,NA,NA
toy_full_548dad5802_geom_0.15_naive_s029,2026-06-20T06:13:11.848457Z,toy,full,548dad5802,29,geom_0.15,naive,2000,5,10,geometric,0.15,NA,NA,NA,NA
toy_full_548dad5802_geom_0.15_causal_labelled_s029,2026-06-20T06:13:11.869971Z,toy,full,548dad5802,29,geom_0.15,causal_labelled,2000,5,10,geometric,0.15,NA,NA,NA,NA
toy_full_548dad5802_piece_0.6to0.15_oracle_s029,2026-06-20T06:13:11.889969Z,toy,full,548dad5802,29,piece_0.6to0.15,oracle,2000,5,10,piecewise,NA,NA,NA,NA,1000
toy_full_548dad5802_piece_0.6to0.15_naive_s029,2026-06-20T06:13:11.911804Z,toy,full,548dad5802,29,piece_0.6to0.15,naive,2000,5,10,piecewise,NA,NA,NA,NA,1000
toy_full_548dad5802_piece_0.6to0.15_causal_labelled_s029,2026-06-20T06:13:11.933641Z,toy,full,548dad5802,29,piece_0.6to0.15,causal_labelled,2000,5,10,piecewise,NA,NA,NA,NA,1000
toy_full_548dad5802_mixed_geom_0.6+0.1_w0.2_oracle_s029,2026-06-20T06:13:11.953126Z,toy,full,548dad5802,29,mixed_geom_0.6+0.1_w0.2,oracle,2000,5,10,mixture,NA,0.2,0.6,0.1,NA
toy_full_548dad5802_mixed_geom_0.6+0.1_w0.2_naive_s029,2026-06-20T06:13:11.974223Z,toy,full,548dad5802,29,mixed_geom_0.6+0.1_w0.2,naive,2000,5,10,mixture,NA,0.2,0.6,0.1,NA
toy_full_548dad5802_mixed_geom_0.6+0.1_w0.2_causal_labelled_s029,2026-06-20T06:13:11.995335Z,toy,full,548dad5802,29,mixed_geom_0.6+0.1_w0.2,causal_labelled,2000,5,10,mixture,NA,0.2,0.6,0.1,NA
