figure_id,panel_id,mechanism_id,mechanism_display_name,delay_threshold,metric_id,n_seeds,estimate,se,ci_lower,ci_upper,bootstrap_repetitions,ci_level,run_tier,paper_result
fig_exp1_delay_verification,A,geometric_delay,Geometric delay,19,delay_survival_probability,30,0.2766,0.001106470000528241,0.2744195,0.2787473333333333,2000,0.95,full,False
fig_exp1_delay_verification,A,geometric_delay,Geometric delay,20,delay_survival_probability,30,0.25924,0.0011058215856594345,0.25722000000000006,0.26141366666666666,2000,0.95,full,False
fig_exp1_delay_verification,A,geometric_delay,Geometric delay,21,delay_survival_probability,30,0.2426666666666667,0.0010394664118940733,0.2406465,0.244734,2000,0.95,full,False
fig_exp1_delay_verification,A,geometric_delay,Geometric delay,22,delay_survival_probability,30,0.2273533333333333,0.0010334490109519426,0.2253863333333333,0.22937999999999995,2000,0.95,full,False
fig_exp1_delay_verification,A,geometric_delay,Geometric delay,23,delay_survival_probability,30,0.21266000000000002,0.0010113448426746425,0.2107866666666667,0.21456,2000,0.95,full,False
fig_exp1_delay_verification,A,geometric_delay,Geometric delay,24,delay_survival_probability,30,0.19900666666666667,0.000899066352675602,0.19726649999999998,0.2007135,2000,0.95,full,False
fig_exp1_delay_verification,A,geometric_delay,Geometric delay,25,delay_survival_probability,30,0.18663999999999997,0.0008494162972165132,0.18502000000000002,0.18826733333333334,2000,0.95,full,False
fig_exp1_delay_verification,A,geometric_delay,Geometric delay,26,delay_survival_probability,30,0.1749,0.0008082192714880033,0.1733865,0.17636016666666668,2000,0.95,full,False
fig_exp1_delay_verification,A,geometric_delay,Geometric delay,27,delay_survival_probability,30,0.16357999999999998,0.0007758036248741142,0.16209300000000001,0.16499350000000002,2000,0.95,full,False
fig_exp1_delay_verification,A,geometric_delay,Geometric delay,28,delay_survival_probability,30,0.15343999999999997,0.0007782916747816871,0.15186650000000004,0.15492016666666666,2000,0.95,full,False
fig_exp1_delay_verification,A,geometric_delay,Geometric delay,29,delay_survival_probability,30,0.14404,0.0007486017617539716,0.1426865,0.14547333333333332,2000,0.95,full,False
fig_exp1_delay_verification,A,geometric_delay,Geometric delay,30,delay_survival_probability,30,0.13532000000000002,0.0007254709132535998,0.13391983333333332,0.13663999999999998,2000,0.95,full,False
fig_exp1_delay_verification,A,geometric_delay,Geometric delay,31,delay_survival_probability,30,0.12683999999999998,0.0007838249863301133,0.12527966666666668,0.12836,2000,0.95,full,False
fig_exp1_delay_verification,A,geometric_delay,Geometric delay,32,delay_survival_probability,30,0.1189533333333333,0.0007021597770382617,0.11758666666666666,0.12019350000000002,2000,0.95,full,False
fig_exp1_delay_verification,A,geometric_delay,Geometric delay,33,delay_survival_probability,30,0.11142666666666666,0.0006576680036805303,0.11011283333333333,0.11267999999999999,2000,0.95,full,False
fig_exp1_delay_verification,A,geometric_delay,Geometric delay,34,delay_survival_probability,30,0.10435333333333334,0.0006448154566851485,0.10298666666666666,0.10559333333333333,2000,0.95,full,False
fig_exp1_delay_verification,A,geometric_delay,Geometric delay,35,delay_survival_probability,30,0.09794,0.0006541222072892537,0.09667333333333335,0.09911999999999997,2000,0.95,full,False
fig_exp1_delay_verification,A,geometric_delay,Geometric delay,36,delay_survival_probability,30,0.09159333333333332,0.0006525975213745566,0.0903065,0.0928933333333333,2000,0.95,full,False
fig_exp1_delay_verification,A,geometric_delay,Geometric delay,37,delay_survival_probability,30,0.08572,0.0006858571279792898,0.0844265,0.08703333333333334,2000,0.95,full,False
fig_exp1_delay_verification,A,geometric_delay,Geometric delay,38,delay_survival_probability,30,0.08049333333333333,0.0006708877860387225,0.07916633333333332,0.08176000000000001,2000,0.95,full,False
fig_exp1_delay_verification,A,geometric_delay,Geometric delay,39,delay_survival_probability,30,0.07570666666666666,0.0006302514246215935,0.07449983333333333,0.07683333333333332,2000,0.95,full,False
