experiment_id,delay_setting,delay_family,setting_role,policy_dependent_delay,regime,method,n_seeds,mean_final_Rc,se_final_Rc,ci95_low,ci95_high,mean_delay,trace_observed_mean_delay,arrival_rate
exp1_controlled_identifiability_contextual,state_structural_matched_15,state_structural,matched_primary,False,mixture_labelled,sliding_window_W250,30,7072.226712765847,105.2540389281492,6865.928796466675,7278.524629065019,15.00011307013695,15.00011307013695,0.9421733333333334
exp1_controlled_identifiability_contextual,state_structural_matched_15,state_structural,matched_primary,False,unlabelled,anonymous_delayed,30,7745.763913380634,121.91398435040556,7506.81250405384,7984.715322707429,15.00011307013695,15.00011307013695,0.9421733333333334
exp1_controlled_identifiability_contextual,state_structural_matched_15,state_structural,matched_primary,False,unlabelled,causal_em,30,4777.394167382275,174.49589493798297,4435.382213303828,5119.406121460721,15.00011307013695,15.00011307013695,0.9421733333333334
exp1_controlled_identifiability_contextual,state_structural_matched_15,state_structural,matched_primary,False,unlabelled,causal_em_misspecified,30,5019.023854825614,221.2526151145398,4585.3687292011155,5452.678980450112,15.00011307013695,15.00011307013695,0.9421733333333334
exp1_controlled_identifiability_contextual,state_structural_matched_15,state_structural,matched_primary,False,unlabelled,causal_labeled,30,7761.241370219145,113.86889019006102,7538.058345446626,7984.4243949916645,15.00011307013695,15.00011307013695,0.9421733333333334
exp1_controlled_identifiability_contextual,state_structural_matched_15,state_structural,matched_primary,False,unlabelled,delayed_exp3,30,7628.640133180827,119.61409460898369,7394.19650774722,7863.083758614435,15.00011307013695,15.00011307013695,0.9421733333333334
exp1_controlled_identifiability_contextual,state_structural_matched_15,state_structural,matched_primary,False,unlabelled,delayed_ucb,30,4959.543958877876,109.56899570921978,4744.788727287805,5174.2991904679475,15.00011307013695,15.00011307013695,0.9421733333333334
exp1_controlled_identifiability_contextual,state_structural_matched_15,state_structural,matched_primary,False,unlabelled,naive,30,4841.544561385377,157.61143435020165,4532.626150058982,5150.462972711773,15.00011307013695,15.00011307013695,0.9421733333333334
exp1_controlled_identifiability_contextual,state_structural_matched_15,state_structural,matched_primary,False,unlabelled,naive_ewma,30,4958.482850260771,160.04938041747872,4644.786064642512,5272.179635879029,15.00011307013695,15.00011307013695,0.9421733333333334
exp1_controlled_identifiability_contextual,state_structural_matched_15,state_structural,matched_primary,False,unlabelled,oracle,30,0.0,0.0,0.0,0.0,15.00011307013695,15.00011307013695,0.9421733333333334
exp1_controlled_identifiability_contextual,state_structural_matched_15,state_structural,matched_primary,False,unlabelled,proxy,30,4708.8402159801735,157.91982786118922,4399.317353372243,5018.363078588104,15.00011307013695,15.00011307013695,0.9421733333333334
exp1_controlled_identifiability_contextual,state_structural_matched_15,state_structural,matched_primary,False,unlabelled,sliding_window_W250,30,7091.667505860482,99.24797563343182,6897.141473618956,7286.1935381020085,15.00011307013695,15.00011307013695,0.9421733333333334
