seed,delay_state_coupling_beta,arrival_time_naive,source_labelled_reference,mean_delay,pending_at_horizon,pending_fraction,source_state_mismatch,ranking_reversal_rate,source_binding_advantage
21,0.5,0.5837698903820718,0.2894331338747799,2.0,2,0.0004,0.2296337056864955,0.1058423369347739,0.2943367565072919
21,1.0,0.5756262575502273,0.2770548427901788,2.0,5,0.001,0.2824101820847954,0.1485485485485485,0.29857141476004856
21,1.5,0.6074914425396223,0.2788021957962221,2.0,6,0.0012,0.3008154286031608,0.1645975170204245,0.32868924674340017
21,2.0,0.6271111258894612,0.2847382214935307,2.0,5,0.001,0.3011659488388499,0.1647647647647647,0.3423729043959305
21,3.0,0.622063706240693,0.2787603571312998,2.0,5,0.001,0.3020617233636047,0.1653653653653653,0.34330334910939314
22,0.0,0.6172425697017632,0.2799280328549309,2.0,2,0.0004,0.1887050351403591,0.0634253701480592,0.33731453684683227
22,0.25,0.5686399098993727,0.2768881593712967,2.0,2,0.0004,0.2227412714814498,0.087234893957583,0.29175175052807606
22,0.5,0.6090669686966184,0.2738518943924153,2.0,2,0.0004,0.2478475408190288,0.1054421768707483,0.33521507430420305
22,1.0,0.5979970676287889,0.2584685897208779,2.0,5,0.001,0.3096621426094713,0.1491491491491491,0.339528477907911
22,1.5,0.5931665485920562,0.2687308828472444,2.0,6,0.0012,0.3254146885635186,0.1631958350020024,0.3244356657448118
22,2.0,0.5786289935062282,0.2594769288006199,2.0,5,0.001,0.3306864538672229,0.1655655655655655,0.3191520647056083
22,3.0,0.5999500649944218,0.2628389052491119,2.0,5,0.001,0.330324445537165,0.1659659659659659,0.3371111597453099
23,0.0,0.6019080695430249,0.2876741397454729,2.0,3,0.0006,0.1743311761440487,0.0630378226936161,0.314233929797552
23,0.25,0.5626620479390035,0.2839695962320148,2.0,3,0.0006,0.2000585072357729,0.0856513908345007,0.27869245170698875
23,0.5,0.5898861383782754,0.2799014174397839,2.0,3,0.0006,0.2282650297768777,0.1090654392635581,0.3099847209384915
23,1.0,0.6097593990841721,0.2758203668452109,2.0,5,0.001,0.2778011317192533,0.1509509509509509,0.3339390322389612
23,1.5,0.6174085276907962,0.2671078574948213,2.0,6,0.0012,0.2981876291140463,0.1665999199038846,0.35030067019597494
23,2.0,0.5939362784014919,0.2767429962072205,2.0,6,0.0012,0.2946657456437949,0.1665999199038846,0.3171932821942714
23,3.0,0.6142996804966028,0.2679191300303324,2.0,6,0.0012,0.2971115589100907,0.1670004004805766,0.34638055046627036
24,0.0,0.6005986497860961,0.2863291713241261,2.0,3,0.0006,0.1722881560172687,0.0612367420452271,0.31426947846197
24,0.25,0.5411693239106022,0.2833565907256547,2.0,3,0.0006,0.1971334186303893,0.0826495897538523,0.2578127331849475
24,0.5,0.6078336413343834,0.2840092611039321,2.0,4,0.0008,0.230224879762847,0.1082866293034427,0.32382438023045135
24,1.0,0.5963690211641136,0.2816619679752812,2.0,5,0.001,0.2860796805686521,0.1539539539539539,0.3147070531888324
24,1.5,0.5786359772149846,0.2783912149413658,2.0,6,0.0012,0.3023568998018188,0.1676011213456147,0.3002447622736188
24,2.0,0.6152598257082519,0.2769398690832596,2.0,6,0.0012,0.3019608508010493,0.1661994393271926,0.33831995662499226
24,3.0,0.5813063209842393,0.2690093615200423,2.0,6,0.0012,0.3015438959361884,0.1663996796155386,0.312296959464197
25,0.0,0.6172325454363763,0.288136033742974,2.0,3,0.0006,0.1766179671764569,0.0650390234140484,0.3290965116934023
25,0.25,0.5865180748732902,0.2924441439429214,2.0,4,0.0008,0.2006798501130198,0.0846677341873498,0.2940739309303688
25,0.5,0.6103246241748865,0.2844436020223158,2.0,4,0.0008,0.2265973323713168,0.1062850280224179,0.32588102215257075
25,1.0,0.6083149966740966,0.2761910221585373,2.0,4,0.0008,0.2791494437757884,0.1489191353082466,0.3321239745155593
25,1.5,0.592281594346715,0.2732498641146133,2.0,6,0.0012,0.2992377765972768,0.1661994393271926,0.31903173023210174
25,2.0,0.6303927546245943,0.2793618305824908,2.0,6,0.0012,0.2977751715014783,0.1649979975971165,0.3510309240421035
25,3.0,0.5938241896978725,0.2764903750166112,2.0,6,0.0012,0.3015321083040479,0.1668001601922306,0.3173338146812613
26,0.0,0.5555847215439058,0.2827911045819972,2.0,2,0.0004,0.1866770717959844,0.0638255302120848,0.2727936169619086
26,0.25,0.540596328377787,0.2946166296873107,2.0,2,0.0004,0.2141043751431482,0.0848339335734293,0.2459796986904763
26,0.5,0.5775499049013982,0.2886932584791943,2.0,3,0.0006,0.2458992615370257,0.1076645987592555,0.28885664642220393
26,1.0,0.5807173643510982,0.2784823172005755,2.0,4,0.0008,0.3054220114239834,0.1515212169735788,0.30223504715052274
26,1.5,0.6118687688405464,0.2722925552927608,2.0,6,0.0012,0.3256407181885372,0.1659991990388466,0.3395762135477856
26,2.0,0.5575025828903885,0.2729304342562581,2.0,5,0.001,0.3294592746110212,0.1661661661661661,0.28457214863413033
26,3.0,0.620085709305075,0.2769295214022979,2.0,5,0.001,0.3261849692259028,0.1653653653653653,0.34315618790277713
27,0.0,0.5656400175886069,0.2811408433867636,2.0,2,0.0004,0.1769914379225538,0.0630252100840336,0.28449917420184334
27,0.25,0.5663258190237237,0.2803454168062208,2.0,3,0.0006,0.2048119368409613,0.0848509105463277,0.28598040221750287
27,0.5,0.5745074409547792,0.2742167433576782,2.0,3,0.0006,0.2335161760504667,0.1084650790474284,0.30029069759710103
27,1.0,0.5750772330259227,0.2673511333456246,2.0,5,0.001,0.285901773526811,0.1509509509509509,0.3077260996802981
27,1.5,0.5294083760444871,0.2670061118992143,2.0,6,0.0012,0.3062111681438725,0.1668001601922306,0.2624022641452728
27,2.0,0.5726290374243772,0.263536218600359,2.0,6,0.0012,0.3051497015112668,0.1665999199038846,0.30909281882401823
27,3.0,0.5964647431776232,0.2667350335769102,2.0,5,0.001,0.3032070505915644,0.1657657657657657,0.329729709600713
28,0.0,0.6040305815263761,0.2869571265878493,2.0,2,0.0004,0.1762932471704149,0.0634253701480592,0.31707345493852684
28,0.25,0.6121884811987578,0.2840848462743158,2.0,3,0.0006,0.2046249922176733,0.0862517510506303,0.328103634924442
28,0.5,0.5913934224773166,0.284449582201207,2.0,4,0.0008,0.2271197894857931,0.1040832666132906,0.30694384027610966
28,1.0,0.5961106950881679,0.2749386974503504,2.0,4,0.0008,0.2863916911639301,0.1509207365892714,0.32117199763781756
28,1.5,0.6075515635992774,0.2801847225578235,2.0,6,0.0012,0.3012355712788035,0.1637965558670404,0.3273668410414539
28,2.0,0.625053698604287,0.2734921923498526,2.0,6,0.0012,0.3011297736633891,0.1641970364437324,0.35156150625443433
28,3.0,0.5974241919153653,0.2767835714076902,2.0,5,0.001,0.3030869301691848,0.1649649649649649,0.3206406205076751
29,0.0,0.5894474342885495,0.2930846492052203,2.0,2,0.0004,0.1679413338030702,0.0608243297318927,0.2963627850833292
29,0.25,0.5755446312914524,0.2864050395854714,2.0,3,0.0006,0.1978629978323655,0.0834500700420252,0.28913959170598097
29,0.5,0.5662487221534545,0.2883081418964173,2.0,4,0.0008,0.2252296398450427,0.1062850280224179,0.27794058025703716
29,1.0,0.6193576629730746,0.2841220520560536,2.0,5,0.001,0.2788729640470733,0.1523523523523523,0.335235610917021
29,1.5,0.5963609906227016,0.2751152393428551,2.0,6,0.0012,0.2979890058171332,0.1692030436523828,0.32124575127984656
29,2.0,0.5827119873669537,0.2775404697033574,2.0,5,0.001,0.2987041346506983,0.1697697697697697,0.30517151766359635
29,3.0,0.594891434180634,0.2764687976275807,2.0,5,0.001,0.3014666433286269,0.1705705705705705,0.31842263655305325
