seed,delay_setting,delay_path_id,policy_dependent_delay,observed_mean_delay,observed_count,calibration_target,calibration_metric,delay_cfg
1,geometric_matched_15,shared_1_geometric_matched_15,False,15.000200722601365,4982,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""geometric"", ""p"": 0.06321319633604436}"
1,mixture_matched_15,shared_1_mixture_matched_15,False,15.005132416341613,4871,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""mixture"", ""w"": 0.45658645190715896, ""p_fast"": 0.3333333333333333, ""p_slow"": 0.03225806451612903}"
1,state_structural_matched_15,shared_1_state_structural_matched_15,False,15.000209731543624,4768,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.282693328624023}"
1,proxy_good_matched_15,shared_1_proxy_good_matched_15,False,15.000209731543624,4768,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.282693328624023}"
1,proxy_bad_matched_15,shared_1_proxy_bad_matched_15,False,15.000209731543624,4768,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.282693328624023}"
1,action_structural_stress,policy_dependent_1_action_structural_stress,True,15.000215703192406,4636,15.0,reference-policy observed uncensored mean delay,"{""name"": ""action_structural"", ""beta"": 1.0, ""c"": -2.4403906998158345, ""alpha"": [0.5707941670416983, 0.7866334567452163, 0.3941463982697655, -0.7418844182416074, -0.3581982416237296, -1.1052712177701858, 1.1706136155451754, -0.23449654889951366, 0.2491452198121184, 0.34531151701912793], ""u_len_seed"": 200001}"
2,zero_static,shared_2_zero_static,False,0.0,5000,0.0,realised uncensored finite-horizon mean delay,"{""name"": ""zero""}"
2,aligned_static_delay_15,shared_2_aligned_static_delay_15,False,15.0,4985,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""fixed"", ""delay_value"": 15}"
2,geometric_matched_15,shared_2_geometric_matched_15,False,15.0,4981,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""geometric"", ""p"": 0.06195052101805514}"
2,mixture_matched_15,shared_2_mixture_matched_15,False,15.001841997544004,4886,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""mixture"", ""w"": 0.45014935217464724, ""p_fast"": 0.3333333333333333, ""p_slow"": 0.03225806451612903}"
2,state_structural_matched_15,shared_2_state_structural_matched_15,False,15.0,4759,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.5334664871414603}"
2,proxy_good_matched_15,shared_2_proxy_good_matched_15,False,15.0,4759,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.5334664871414603}"
2,proxy_bad_matched_15,shared_2_proxy_bad_matched_15,False,15.0,4759,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.5334664871414603}"
2,action_structural_stress,policy_dependent_2_action_structural_stress,True,15.0,4697,15.0,reference-policy observed uncensored mean delay,"{""name"": ""action_structural"", ""beta"": 1.0, ""c"": -2.5141332972553787, ""alpha"": [1.6008256571004569, 0.06953958860229212, 0.4020169963856747, -0.25892155645786885, -0.4170843831155672, 0.1872933096792328, -0.6634089656851351, -0.5387546137924251, -0.43535967686393245, 0.06442383559990657], ""u_len_seed"": 200002}"
3,zero_static,shared_3_zero_static,False,0.0,5000,0.0,realised uncensored finite-horizon mean delay,"{""name"": ""zero""}"
3,aligned_static_delay_15,shared_3_aligned_static_delay_15,False,15.0,4985,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""fixed"", ""delay_value"": 15}"
3,geometric_matched_15,shared_3_geometric_matched_15,False,15.000200803212852,4980,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""geometric"", ""p"": 0.06167389765158205}"
3,mixture_matched_15,shared_3_mixture_matched_15,False,15.002867677181483,4882,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""mixture"", ""w"": 0.45807907623834665, ""p_fast"": 0.3333333333333333, ""p_slow"": 0.03225806451612903}"
3,state_structural_matched_15,shared_3_state_structural_matched_15,False,15.0,4753,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.6464318946529852}"
3,proxy_good_matched_15,shared_3_proxy_good_matched_15,False,15.0,4753,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.6464318946529852}"
3,proxy_bad_matched_15,shared_3_proxy_bad_matched_15,False,15.0,4753,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.6464318946529852}"
3,action_structural_stress,policy_dependent_3_action_structural_stress,True,15.0,4722,15.0,reference-policy observed uncensored mean delay,"{""name"": ""action_structural"", ""beta"": 1.0, ""c"": -2.441419054323571, ""alpha"": [-0.36913272556119486, -0.6137021748833654, -0.2888890905619925, 0.3214552948369185, 0.048506099485377686, 0.35667792531863163, -0.9984751346528408, -0.23864485318507853, 0.10635891525611534, -0.305855615972832], ""u_len_seed"": 200003}"
4,zero_static,shared_4_zero_static,False,0.0,5000,0.0,realised uncensored finite-horizon mean delay,"{""name"": ""zero""}"
4,aligned_static_delay_15,shared_4_aligned_static_delay_15,False,15.0,4985,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""fixed"", ""delay_value"": 15}"
4,geometric_matched_15,shared_4_geometric_matched_15,False,15.0,4977,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""geometric"", ""p"": 0.06208983892698875}"
4,mixture_matched_15,shared_4_mixture_matched_15,False,15.001227244835345,4889,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""mixture"", ""w"": 0.4523622431931008, ""p_fast"": 0.3333333333333333, ""p_slow"": 0.03225806451612903}"
4,state_structural_matched_15,shared_4_state_structural_matched_15,False,15.0,4707,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.3717486997212154}"
4,proxy_good_matched_15,shared_4_proxy_good_matched_15,False,15.0,4707,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.3717486997212154}"
4,proxy_bad_matched_15,shared_4_proxy_bad_matched_15,False,15.0,4707,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.3717486997212154}"
4,action_structural_stress,policy_dependent_4_action_structural_stress,True,15.0,4624,15.0,reference-policy observed uncensored mean delay,"{""name"": ""action_structural"", ""beta"": 1.0, ""c"": -2.0898599263939923, ""alpha"": [-1.6226940602734934, -0.39480410774107727, 0.5023915329269315, -1.2507869516511394, 0.14815410282456484, 1.2038741401212425, -0.6056063404862804, -0.3810335138372746, 0.41000594703272236, -0.4689514343233344], ""u_len_seed"": 200004}"
5,zero_static,shared_5_zero_static,False,0.0,5000,0.0,realised uncensored finite-horizon mean delay,"{""name"": ""zero""}"
5,aligned_static_delay_15,shared_5_aligned_static_delay_15,False,15.0,4985,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""fixed"", ""delay_value"": 15}"
5,geometric_matched_15,shared_5_geometric_matched_15,False,15.0,4979,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""geometric"", ""p"": 0.06231735007823357}"
5,mixture_matched_15,shared_5_mixture_matched_15,False,15.007782101167315,4883,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""mixture"", ""w"": 0.4490570804860944, ""p_fast"": 0.3333333333333333, ""p_slow"": 0.03225806451612903}"
5,state_structural_matched_15,shared_5_state_structural_matched_15,False,15.000211237853824,4734,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.3226345022495805}"
5,proxy_good_matched_15,shared_5_proxy_good_matched_15,False,15.000211237853824,4734,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.3226345022495805}"
5,proxy_bad_matched_15,shared_5_proxy_bad_matched_15,False,15.000211237853824,4734,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.3226345022495805}"
5,action_structural_stress,policy_dependent_5_action_structural_stress,True,15.0002145002145,4662,15.0,reference-policy observed uncensored mean delay,"{""name"": ""action_structural"", ""beta"": 1.0, ""c"": -2.2668995601616313, ""alpha"": [0.8851608803077448, -0.5874411118773376, 0.1665826607879117, 0.5655335800496605, -1.501547514532166, -0.5117985864483684, -0.40974943749645365, 0.8743892867011691, 0.41769375438311396, 0.08993368617529321], ""u_len_seed"": 200005}"
6,zero_static,shared_6_zero_static,False,0.0,5000,0.0,realised uncensored finite-horizon mean delay,"{""name"": ""zero""}"
6,aligned_static_delay_15,shared_6_aligned_static_delay_15,False,15.0,4985,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""fixed"", ""delay_value"": 15}"
6,geometric_matched_15,shared_6_geometric_matched_15,False,15.0,4983,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""geometric"", ""p"": 0.062378066373395914}"
6,mixture_matched_15,shared_6_mixture_matched_15,False,15.002250409165303,4888,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""mixture"", ""w"": 0.43638433762674633, ""p_fast"": 0.3333333333333333, ""p_slow"": 0.03225806451612903}"
6,state_structural_matched_15,shared_6_state_structural_matched_15,False,15.000212314225053,4710,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.3973421774061183}"
6,proxy_good_matched_15,shared_6_proxy_good_matched_15,False,15.000212314225053,4710,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.3973421774061183}"
6,proxy_bad_matched_15,shared_6_proxy_bad_matched_15,False,15.000212314225053,4710,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.3973421774061183}"
6,action_structural_stress,policy_dependent_6_action_structural_stress,True,15.000212089077413,4715,15.0,reference-policy observed uncensored mean delay,"{""name"": ""action_structural"", ""beta"": 1.0, ""c"": -2.436991472034098, ""alpha"": [-0.4345882122590484, -0.40243709840612846, 0.41085773718624863, 1.3408070489185109, -0.2154834198640573, 0.7886720418367729, -0.20811323994508923, -0.2649799775918653, 0.05399457031078196, 0.045650154774205226], ""u_len_seed"": 200006}"
7,zero_static,shared_7_zero_static,False,0.0,5000,0.0,realised uncensored finite-horizon mean delay,"{""name"": ""zero""}"
7,aligned_static_delay_15,shared_7_aligned_static_delay_15,False,15.0,4985,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""fixed"", ""delay_value"": 15}"
7,geometric_matched_15,shared_7_geometric_matched_15,False,15.0,4970,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""geometric"", ""p"": 0.061131419496434254}"
7,mixture_matched_15,shared_7_mixture_matched_15,False,15.008408531583266,4876,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""mixture"", ""w"": 0.45137860871942714, ""p_fast"": 0.3333333333333333, ""p_slow"": 0.03225806451612903}"
7,state_structural_matched_15,shared_7_state_structural_matched_15,False,15.000212811236434,4699,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.4975711160909384}"
7,proxy_good_matched_15,shared_7_proxy_good_matched_15,False,15.000212811236434,4699,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.4975711160909384}"
7,proxy_bad_matched_15,shared_7_proxy_bad_matched_15,False,15.000212811236434,4699,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.4975711160909384}"
7,action_structural_stress,policy_dependent_7_action_structural_stress,True,15.000222024866785,4504,15.0,reference-policy observed uncensored mean delay,"{""name"": ""action_structural"", ""beta"": 1.0, ""c"": -2.319015547401838, ""alpha"": [0.7246888158432534, -2.143460694257981, 0.09151514727604612, 0.42756207533966245, -1.5839383033228172, -0.21607578226435054, -0.5462738578717742, 1.6157401722930491, -0.18113112524741984, -0.1302692228201711], ""u_len_seed"": 200007}"
8,zero_static,shared_8_zero_static,False,0.0,5000,0.0,realised uncensored finite-horizon mean delay,"{""name"": ""zero""}"
8,aligned_static_delay_15,shared_8_aligned_static_delay_15,False,15.0,4985,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""fixed"", ""delay_value"": 15}"
8,geometric_matched_15,shared_8_geometric_matched_15,False,15.000201085863663,4973,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""geometric"", ""p"": 0.060475209244937884}"
8,mixture_matched_15,shared_8_mixture_matched_15,False,15.004511894995899,4876,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""mixture"", ""w"": 0.4401016968724174, ""p_fast"": 0.3333333333333333, ""p_slow"": 0.03225806451612903}"
8,state_structural_matched_15,shared_8_state_structural_matched_15,False,15.000209424083769,4775,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.5874210887126}"
8,proxy_good_matched_15,shared_8_proxy_good_matched_15,False,15.000209424083769,4775,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.5874210887126}"
8,proxy_bad_matched_15,shared_8_proxy_bad_matched_15,False,15.000209424083769,4775,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.5874210887126}"
8,action_structural_stress,policy_dependent_8_action_structural_stress,True,15.000215331610681,4644,15.0,reference-policy observed uncensored mean delay,"{""name"": ""action_structural"", ""beta"": 1.0, ""c"": -2.8359420647730174, ""alpha"": [0.7724661825400948, 0.7055203977616676, -0.2005969319263848, -0.5074915775694396, 0.6060567069672143, -1.0727272213926526, 0.6922770092430771, 0.6934171692174638, 0.38230390876551107, -0.2190072015997068], ""u_len_seed"": 200008}"
9,zero_static,shared_9_zero_static,False,0.0,5000,0.0,realised uncensored finite-horizon mean delay,"{""name"": ""zero""}"
9,aligned_static_delay_15,shared_9_aligned_static_delay_15,False,15.0,4985,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""fixed"", ""delay_value"": 15}"
9,geometric_matched_15,shared_9_geometric_matched_15,False,15.0,4981,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""geometric"", ""p"": 0.06117551471143302}"
9,mixture_matched_15,shared_9_mixture_matched_15,False,15.001633319722336,4898,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""mixture"", ""w"": 0.4642514180057997, ""p_fast"": 0.3333333333333333, ""p_slow"": 0.03225806451612903}"
9,state_structural_matched_15,shared_9_state_structural_matched_15,False,15.0,4677,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.4282033839473858}"
9,proxy_good_matched_15,shared_9_proxy_good_matched_15,False,15.0,4677,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.4282033839473858}"
9,proxy_bad_matched_15,shared_9_proxy_bad_matched_15,False,15.0,4677,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.4282033839473858}"
9,action_structural_stress,policy_dependent_9_action_structural_stress,True,15.0,4580,15.0,reference-policy observed uncensored mean delay,"{""name"": ""action_structural"", ""beta"": 1.0, ""c"": -2.6125031592477095, ""alpha"": [1.169391476716202, -0.07595292447257801, 0.40315170891124663, -0.10712265574047193, -1.2066790082448364, 0.9331458511718665, 0.1325664163892965, 0.48020388375237255, 0.5102679306777712, -0.5010461322256724], ""u_len_seed"": 200009}"
10,zero_static,shared_10_zero_static,False,0.0,5000,0.0,realised uncensored finite-horizon mean delay,"{""name"": ""zero""}"
10,aligned_static_delay_15,shared_10_aligned_static_delay_15,False,15.0,4985,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""fixed"", ""delay_value"": 15}"
10,geometric_matched_15,shared_10_geometric_matched_15,False,15.000200642054574,4984,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""geometric"", ""p"": 0.06099777333149722}"
10,mixture_matched_15,shared_10_mixture_matched_15,False,15.0079754601227,4890,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""mixture"", ""w"": 0.43048837169274845, ""p_fast"": 0.3333333333333333, ""p_slow"": 0.03225806451612903}"
10,state_structural_matched_15,shared_10_state_structural_matched_15,False,15.000214961306964,4652,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.731585116129211}"
10,proxy_good_matched_15,shared_10_proxy_good_matched_15,False,15.000214961306964,4652,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.731585116129211}"
10,proxy_bad_matched_15,shared_10_proxy_bad_matched_15,False,15.000214961306964,4652,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.731585116129211}"
10,action_structural_stress,policy_dependent_10_action_structural_stress,True,15.0,4595,15.0,reference-policy observed uncensored mean delay,"{""name"": ""action_structural"", ""beta"": 1.0, ""c"": -2.6656768102764605, ""alpha"": [1.3879056093886473, -0.23306930341983603, -0.2333819103368101, -0.8293223445953182, 0.5062653762654307, -0.3493646036022295, -0.1507594981140429, -0.5207380477665677, 0.7313238481524806, -0.6585747196420597], ""u_len_seed"": 200010}"
11,zero_static,shared_11_zero_static,False,0.0,5000,0.0,realised uncensored finite-horizon mean delay,"{""name"": ""zero""}"
11,aligned_static_delay_15,shared_11_aligned_static_delay_15,False,15.0,4985,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""fixed"", ""delay_value"": 15}"
11,geometric_matched_15,shared_11_geometric_matched_15,False,15.0,4981,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""geometric"", ""p"": 0.061678592949233176}"
11,mixture_matched_15,shared_11_mixture_matched_15,False,15.000409165302782,4888,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""mixture"", ""w"": 0.44619873078712347, ""p_fast"": 0.3333333333333333, ""p_slow"": 0.03225806451612903}"
11,state_structural_matched_15,shared_11_state_structural_matched_15,False,15.000211371803001,4731,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.3634666984349044}"
11,proxy_good_matched_15,shared_11_proxy_good_matched_15,False,15.000211371803001,4731,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.3634666984349044}"
11,proxy_bad_matched_15,shared_11_proxy_bad_matched_15,False,15.000211371803001,4731,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.3634666984349044}"
11,action_structural_stress,policy_dependent_11_action_structural_stress,True,15.0,4624,15.0,reference-policy observed uncensored mean delay,"{""name"": ""action_structural"", ""beta"": 1.0, ""c"": -2.5410623687061955, ""alpha"": [1.1257770329956567, -0.007065045450369143, -0.7949488695031495, 0.8599660078010342, -1.3209721513001185, 0.47008403043204533, -0.2862322622274743, 0.43126632119379554, 1.1949169795706358, 0.020974959658148638], ""u_len_seed"": 200011}"
12,zero_static,shared_12_zero_static,False,0.0,5000,0.0,realised uncensored finite-horizon mean delay,"{""name"": ""zero""}"
12,aligned_static_delay_15,shared_12_aligned_static_delay_15,False,15.0,4985,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""fixed"", ""delay_value"": 15}"
12,geometric_matched_15,shared_12_geometric_matched_15,False,15.0,4975,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""geometric"", ""p"": 0.06094094085754612}"
12,mixture_matched_15,shared_12_mixture_matched_15,False,15.004298874104402,4885,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""mixture"", ""w"": 0.44821006608408576, ""p_fast"": 0.3333333333333333, ""p_slow"": 0.03225806451612903}"
12,state_structural_matched_15,shared_12_state_structural_matched_15,False,15.000212224108658,4712,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.3842549033174665}"
12,proxy_good_matched_15,shared_12_proxy_good_matched_15,False,15.000212224108658,4712,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.3842549033174665}"
12,proxy_bad_matched_15,shared_12_proxy_bad_matched_15,False,15.000212224108658,4712,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.3842549033174665}"
12,action_structural_stress,policy_dependent_12_action_structural_stress,True,15.0,4642,15.0,reference-policy observed uncensored mean delay,"{""name"": ""action_structural"", ""beta"": 1.0, ""c"": -2.925555281650353, ""alpha"": [0.10789102756712851, -0.3389474476555283, 1.2552550117264767, 0.20313195118639202, -0.24683690539234468, 1.6255958409910682, 0.21272594532447717, 0.5752642672445656, 0.588544621917649, 1.0424627185401873], ""u_len_seed"": 200012}"
13,zero_static,shared_13_zero_static,False,0.0,5000,0.0,realised uncensored finite-horizon mean delay,"{""name"": ""zero""}"
13,aligned_static_delay_15,shared_13_aligned_static_delay_15,False,15.0,4985,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""fixed"", ""delay_value"": 15}"
13,geometric_matched_15,shared_13_geometric_matched_15,False,15.000200924251557,4977,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""geometric"", ""p"": 0.061511934777356746}"
13,mixture_matched_15,shared_13_mixture_matched_15,False,15.005535055350553,4878,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""mixture"", ""w"": 0.4475137175138114, ""p_fast"": 0.3333333333333333, ""p_slow"": 0.03225806451612903}"
13,state_structural_matched_15,shared_13_state_structural_matched_15,False,15.000212224108658,4712,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.216951265477343}"
13,proxy_good_matched_15,shared_13_proxy_good_matched_15,False,15.000212224108658,4712,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.216951265477343}"
13,proxy_bad_matched_15,shared_13_proxy_bad_matched_15,False,15.000212224108658,4712,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.216951265477343}"
13,action_structural_stress,policy_dependent_13_action_structural_stress,True,15.000215656674573,4637,15.0,reference-policy observed uncensored mean delay,"{""name"": ""action_structural"", ""beta"": 1.0, ""c"": -2.174725994719992, ""alpha"": [0.31091174329651655, 0.5353327178556495, -0.4991173522553992, -0.332684253042371, -0.2016571531485892, -1.1799395651709825, 0.781793080690281, -0.3098340814968506, -0.18473679878342725, 0.3658504478060014], ""u_len_seed"": 200013}"
14,zero_static,shared_14_zero_static,False,0.0,5000,0.0,realised uncensored finite-horizon mean delay,"{""name"": ""zero""}"
14,aligned_static_delay_15,shared_14_aligned_static_delay_15,False,15.0,4985,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""fixed"", ""delay_value"": 15}"
14,geometric_matched_15,shared_14_geometric_matched_15,False,15.000201005025126,4975,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""geometric"", ""p"": 0.06202118970193748}"
14,mixture_matched_15,shared_14_mixture_matched_15,False,15.004907975460123,4890,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""mixture"", ""w"": 0.4618923908953144, ""p_fast"": 0.3333333333333333, ""p_slow"": 0.03225806451612903}"
14,state_structural_matched_15,shared_14_state_structural_matched_15,False,15.0,4635,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.331864555750406}"
14,proxy_good_matched_15,shared_14_proxy_good_matched_15,False,15.0,4635,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.331864555750406}"
14,proxy_bad_matched_15,shared_14_proxy_bad_matched_15,False,15.0,4635,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.331864555750406}"
14,action_structural_stress,policy_dependent_14_action_structural_stress,True,15.0,4568,15.0,reference-policy observed uncensored mean delay,"{""name"": ""action_structural"", ""beta"": 1.0, ""c"": -2.4059532498698424, ""alpha"": [0.6552325048766775, 0.17949920102703412, -1.0061112399688934, -0.5170692592892914, -0.3180347960274755, 0.5524496803858241, 0.6244280894945797, -0.026899759125914025, 0.8194858809098597, -0.3246130895940404], ""u_len_seed"": 200014}"
15,zero_static,shared_15_zero_static,False,0.0,5000,0.0,realised uncensored finite-horizon mean delay,"{""name"": ""zero""}"
15,aligned_static_delay_15,shared_15_aligned_static_delay_15,False,15.0,4985,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""fixed"", ""delay_value"": 15}"
15,geometric_matched_15,shared_15_geometric_matched_15,False,15.000200601805416,4985,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""geometric"", ""p"": 0.06253780364201939}"
15,mixture_matched_15,shared_15_mixture_matched_15,False,15.001019575856443,4904,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""mixture"", ""w"": 0.46283985019178675, ""p_fast"": 0.3333333333333333, ""p_slow"": 0.03225806451612903}"
15,state_structural_matched_15,shared_15_state_structural_matched_15,False,15.0,4711,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.5210239893033233}"
15,proxy_good_matched_15,shared_15_proxy_good_matched_15,False,15.0,4711,15.0,realised uncensored finite-horizon mean delay,"{""name"": ""state_structural"", ""beta"": 1.0, ""c"": -2.5210239893033233}"
